startValue,endValue,quantity
199000,199199,2
199200,199399,6
199400,199599,5
199600,199799,5
199800,199999,5
200000,200199,6
200200,200399,7
200400,200599,7
200600,200799,4
200800,200999,5
201000,201199,4
201200,201399,3
201400,201599,2
201600,201799,2
201800,201999,2
202000,202199,5
202200,202399,0
202400,202599,5
202600,202799,3
202800,202999,3
203000,203199,3
203200,203399,6
203400,203599,3
203600,203799,2
203800,203999,7
204000,204199,4
204200,204399,1
204400,204599,3
204600,204799,5
204800,204999,9
205000,205199,3
205200,205399,4
205400,205599,6
205600,205799,4
205800,205999,3
206000,206199,3
206200,206399,4
206400,206599,1
206600,206799,2
206800,206999,2
207000,207199,3
207200,207399,3
207400,207599,3
207600,207799,1
207800,207999,5
208000,208199,3
208200,208399,4
208400,208599,2
208600,208799,9
208800,208999,2
209000,209199,2
209200,209399,2
209400,209599,5
209600,209799,2
209800,209999,4
210000,210199,7
210200,210399,1
210400,210599,6
210600,210799,3
210800,210999,4
211000,211199,1
211200,211399,2
211400,211599,1
211600,211799,3
211800,211999,2
212000,212199,1
212200,212399,5
212400,212599,2
212600,212799,1
212800,212999,4
213000,213199,4
213200,213399,2
213400,213599,3
213600,213799,1
213800,213999,3
214000,214199,3
214200,214399,7
214400,214599,3
214600,214799,4
214800,214999,1
215000,215199,3
215200,215399,4
215400,215599,6
215600,215799,2
215800,215999,2
216000,216199,5
216200,216399,3
216400,216599,2
216600,216799,5
216800,216999,2
217000,217199,1
217200,217399,2
217400,217599,2
217600,217799,3
217800,217999,2
218000,218199,6
218200,218399,3
218400,218599,2
218600,218799,3
218800,218999,2
219000,219199,3
219200,219399,3
219400,219599,1
219600,219799,1
219800,219999,1
220000,220199,5
220200,220399,4
220400,220599,3
220600,220799,2
220800,220999,1
221000,221199,3
221200,221399,4
221400,221599,2
221600,221799,2
221800,221999,3
222000,222199,3
222200,222399,5
222400,222599,4
222600,222799,4
222800,222999,4
223000,223199,1
223200,223399,1
223400,223599,2
223600,223799,3
223800,223999,1
224000,224199,1
224200,224399,0
224400,224599,4
224600,224799,0
224800,224999,1
225000,225199,4
225200,225399,8
225400,225599,2
225600,225799,2
225800,225999,3
226000,226199,1
226200,226399,1
226400,226599,1
